fnid,vid,type,language,titties,body,teaser,by,columnimage,featureme,columntype,authoorg,authuid,mereal,pub,revtime,comment,promote,sticky,tnid,translate
13189,16289,column,und,Phil Querin Q&A: Resale Compliance - Fact and Fiction,Null,Null,23,99999,0,100000,100001,23,1,1469630181,1512942461,1,0,0,0,0
13201,16301,column,und,Phil Querin Q&A:  Rules vs. Rental Agreement - What if they conflict?,Null,Null,23,99999,0,100000,100001,23,1,1470572346,1534198260,1,0,0,0,0
13202,16302,column,und,Disaster Planning Part III - Developing Evacuation or Shelter Plans,Null,Null,23,99999,0,100000,100001,23,1,1470574320,1470865250,1,0,0,0,0
13207,16307,column,und,Phil Querin Q&A - Medical Marijuana vs. Neighbor's Complaint  ,Null,Null,23,99999,0,100000,100001,23,1,1471967804,1512942461,1,0,0,0,0
13209,16309,column,und,Manufactured Housing News:  What's Trending NOW!!,Null,Null,23,99999,0,100000,100001,23,1,1472481573,1512942461,1,0,0,0,0
13211,16311,column,und,Phil Querin Q&A - Clean-Up Notices vs. Notices of Termination of Tenancy,Null,Null,23,99999,0,100000,100001,23,1,1473173579,1512942461,1,0,0,0,0
13217,16317,column,und,Phil Querin Q&A - Two Questions on Water Sub Metering,Null,Null,23,99999,0,100000,100001,23,1,1473866489,1512942461,1,0,0,0,0
13218,16318,column,und,Sweet Dreams:  Don't Let Overtime Exemption Issues Become Nightmares,Null,Null,23,99999,0,100000,100001,23,1,1474247236,1512942461,1,0,0,0,0
13219,16319,column,und,Phil Querin Q&A: Street Lights - Adding and Maintaining,Null,Null,23,99999,0,100000,100001,23,1,1474322124,1533921974,1,0,0,0,0
13221,16321,column,und,Handling Violations to Rules and Regulations,Null,Null,23,99999,0,100000,100001,23,1,1475006370,1475006874,1,0,0,0,0
13222,16322,column,und,Phil Querin Q&A - Two Question on Children and 55 & Older Communities,Null,Null,23,99999,0,100000,100001,23,1,1475089109,1499637261,1,0,0,0,0
13223,16323,column,und,Phil Querin Q&A: Resident in Bankruptcy - Landlord's Rights and Responsibilities,Null,Null,23,99999,0,100000,100001,23,1,1475593208,1475593208,1,0,0,0,0
13224,16324,column,und,Phil Querin Q&A: Resident in Bankruptcy - Landlord's Rights and Responsibilities,Null,Null,23,99999,0,100000,100001,23,1,1475593207,1533923371,1,0,0,0,0
13225,16325,column,und,Mark Busch RV Q&A: RV Tenancies Month-to-Month or Week-to-Week?,Null,Null,23,99999,0,100000,100001,23,1,1475767876,1562265641,1,0,0,0,0
13226,16326,column,und,Phil Querin Q&A: Caregiver Violates Community Rules,Null,Null,23,99999,0,100000,100001,23,1,1476122444,1533922790,1,0,0,0,0
13229,16329,column,und,Phil Querin Q&A: Tree Damaging Home and Property  - Solution May Create a Hazard Tree,Null,Null,23,99999,0,100000,100001,23,1,1476903432,1533923926,1,0,0,0,0
13230,16330,column,und,Phil Querin Q&A: Tree Damaging Home and Property  - Solution May Create a Hazard Tree,Null,Null,23,99999,0,100000,100001,23,1,1476903433,1533923926,1,0,0,0,0
13231,16331,column,und,Phil Querin Q&A: Tree Damaging Home and Property  - Solution May Create a Hazard Tree,Null,Null,23,99999,0,100000,100001,23,1,1476903435,1533923926,1,0,0,0,0
13234,16334,column,und,The MHCO Rental Agreement - Ten Tips and Traps,Null,Null,23,99999,0,100000,100001,23,1,1479339810,1534198260,1,0,0,0,0
13235,16335,column,und,The MHCO Rental Agreement - Ten Tips and Traps,Null,Null,23,99999,0,100000,100001,23,1,1479339811,1534198260,1,0,0,0,0
13236,16336,column,und,Tenant Obligations Under Oregon Law,Null,Null,23,99999,0,100000,100001,23,1,1479825689,1512941618,1,0,0,0,0
13237,16337,column,und,Phil Querin Q&A - Vetting Criminal History In The Application Process,Null,Null,23,99999,0,100000,100001,23,1,1480349305,1531955585,1,0,0,0,0
13244,16344,column,und,Complying With ADA Requirements for Public Accommodations,Null,Null,23,99999,0,100000,100001,23,1,1481044820,1561871765,1,0,0,0,0
13245,16345,column,und,Phil Querin Q&A - Partial Payment of Rent - Landlord's Rights,Null,Null,23,99999,0,100000,100001,23,1,1481120538,1531955219,1,0,0,0,0
13246,16346,column,und,Phil Querin Q&A - Partial Payment of Rent - Landlord's Rights,Null,Null,23,99999,0,100000,100001,23,1,1481120539,1531955219,1,0,0,0,0
13249,16349,column,und,MHCO Article: The Eviction Process  And Judgments Of Restitution,Null,Null,23,99999,0,100000,100001,23,1,1481751055,1512942461,1,0,0,0,0
13250,16350,column,und,Phil Querin Q&A - Refund of Deposit When Tenants Split Up ,Null,Null,23,99999,0,100000,100001,23,1,1481819759,1512942461,1,0,0,0,0
13251,16351,column,und,WORKING WITH CONTRACTORS,Null,Null,23,99999,0,100000,100001,23,1,1482252016,1512942461,1,0,0,0,0
13252,16352,column,und,WORKING WITH CONTRACTORS,Null,Null,23,99999,0,100000,100001,23,1,1482252017,1512942461,1,0,0,0,0
13253,16353,column,und,Phil Querin Q&A: Dealer Purchases Home But Resident Has Not Paid Rent for Several Months ,Null,Null,23,99999,0,100000,100001,23,1,1482287447,1512942461,1,0,0,0,0
13254,16354,column,und,Phil Querin Q&A: Dealer Purchases Home But Resident Has Not Paid Rent for Several Months ,Null,Null,23,99999,0,100000,100001,23,1,1482287453,1512942461,1,0,0,0,0
13277,16377,column,und,Phil Querin Article: Waiver Under Oregon's Landlord-Tenant Act,Null,Null,23,99999,0,100000,100001,23,1,1483394175,1512942459,1,0,0,0,0
13278,16378,column,und,Phil Querin Q&A: 55 and Older Community Problems ,Null,Null,23,99999,0,100000,100001,23,1,1484161392,1512942461,1,0,0,0,0
13279,16379,column,und,Phil Querin Q&A: 55 and Older Community Problems ,Null,Null,23,99999,0,100000,100001,23,0,1484161392,1499637261,1,0,0,0,0
13280,16380,column,und,Phil Querin Article: Two 72 Hour Notices and Court Fees,Null,Null,23,99999,0,100000,100001,23,1,1484839544,1531955219,1,0,0,0,0
13282,16382,column,und,Mark Busch Q&A - What's The Quickest Way to  Get a Tenant Out of My RV Park?,Null,Null,23,99999,0,100000,100001,23,1,1485188345,1562265641,1,0,0,0,0
13285,16385,column,und,Phil Querin Q&A: What Needs To Be Posted On Office Walls,Null,Null,23,99999,0,100000,100001,23,1,1485361892,1512942461,1,0,0,0,0
13288,16388,column,und,Phil Querin Q&A: The Posting of Provocative Signs on Resident Spaces and Homes ,Null,Null,23,99999,0,100000,100001,23,1,1486057235,1533925079,1,0,0,0,0
13293,16393,column,und,Phil Querin Q&A - Resident Sales in Community - Tips for Management,Null,Null,23,99999,0,100000,100001,23,1,1487003112,1512942461,1,0,0,0,0
13295,16395,column,und,Phil Querin Q&A: Landlord Liability For Acts Of God?,Null,Null,23,99999,0,100000,100001,23,1,1487611622,1531955543,1,0,0,0,0
13296,16396,column,und,Phil Querin Q&A: Landlord Liability For Non-Residential Structures Located On Space,Null,Null,23,99999,0,100000,100001,23,1,1488213834,1488213834,1,0,0,0,0
13299,16399,column,und,Phil Querin Q&A: Use of the MHCO Retail Installment Contract for the Sale of Pre-owned Homes,Null,Null,23,99999,0,100000,100001,23,1,1489592181,1512942461,1,0,0,0,0
13300,16400,column,und,Phil Querin Q&A - A Potpourri of Topics - Tips and Traps,Null,Null,23,99999,0,100000,100001,23,1,1490370170,1534198260,1,0,0,0,0
13301,16401,column,und,What is Management?,Null,Null,23,99999,0,100000,100001,23,1,1490564323,1512941679,1,0,0,0,0
13302,16402,column,und,Phil Querin Q&A: Push Back from Resident on Interior and Exterior Inspection of Home,Null,Null,23,99999,0,100000,100001,23,1,1490580704,1512942461,1,0,0,0,0
13304,16404,column,und,Phil Querin Q&A: Large Tree Damaging Sewer Lines,Null,Null,23,99999,0,100000,100001,23,1,1491492519,1533923926,1,0,0,0,0
13307,16407,column,und,Phil Querin Q&A - Background Check for Guests Staying Over 14 Days,Null,Null,23,99999,0,100000,100001,23,1,1492443074,1533921929,1,0,0,0,0
13310,16410,column,und,Marketing Your Community,Null,Null,23,99999,0,100000,100001,23,1,1492638723,1493738604,1,0,0,0,0
13312,16412,column,und,Phil Querin Q&A - Military Personnel and Landlord-Tenant Law,Null,Null,23,99999,0,100000,100001,23,1,1493314731,1493314731,1,0,0,0,0
13314,16414,column,und,Phil Querin Q&A: Grandmother Baby Sitting Family From Outside Park,Null,Null,23,99999,0,100000,100001,23,1,1493911327,1493913476,1,0,0,0,0
13316,16416,column,und,Phil Querin Q&A - Deterioration/Repair Notices and Makeshift Structures,Null,Null,23,99999,0,100000,100001,23,1,1494426490,1512942461,1,0,0,0,0
13317,16417,column,und,Mark Busch RV Q&A - Raising Rents on RVs,Null,Null,23,99999,0,100000,100001,23,1,1494942529,1562265641,1,0,0,0,0
13319,16419,column,und,Phil Querin Q&A - Sex Offender Leaves and Then Returns,Null,Null,23,99999,0,100000,100001,23,1,1495067894,1533924678,1,0,0,0,0
13320,16420,column,und,Phil Querin Q&A - Sex Offender Leaves and Then Returns,Null,Null,23,99999,0,100000,100001,23,1,1495067900,1533924678,1,0,0,0,0
13322,16422,column,und,Phil Querin Q&A - Insurance Company Threatens to Cancel Coverage Over Resident Owned Trampoline ,Null,Null,23,99999,0,100000,100001,23,1,1495727740,1512942461,1,0,0,0,0
13324,16424,column,und,Phil Querin Q&A - When is a Hazard Tree Not a Hazard Tree?,Null,Null,23,99999,0,100000,100001,23,1,1496335631,1512942461,1,0,0,0,0
13325,16425,column,und,Phil Querin Article - Tips and Traps and Lessons Learned,Null,Null,23,99999,0,100000,100001,23,1,1496758633,1512942461,1,0,0,0,0
13326,16426,column,und,Phil Querin Q&A: Temporary Occupant Overstays Her Welcome,Null,Null,23,99999,0,100000,100001,23,1,1497367981,1512942461,1,0,0,0,0
13329,16429,column,und,Phil Querin Q&A - Home Removal Blocked & Landslides,Null,Null,23,99999,0,100000,100001,23,1,1498056765,1531955543,1,0,0,0,0
13330,16430,column,und,Phil Querin Q&A - Late Fees,Null,Null,23,99999,0,100000,100001,23,0,1498672408,1531955750,1,0,0,0,0
13331,16431,column,und,Phil Querin Q&A - Late Fees,Null,Null,23,99999,0,100000,100001,23,0,1498672408,1531955750,1,0,0,0,0
13332,16432,column,und,Phil Querin Q&A - Late Fees,Null,Null,23,99999,0,100000,100001,23,1,1498672457,1531955750,1,0,0,0,0
13336,16436,column,und,Phil Querin Q&A - Multiple Question on Water Sub Metering ,Null,Null,23,99999,0,100000,100001,23,1,1499888760,1531955814,1,0,0,0,0
13337,16437,column,und,Phil Querin Article - Some Tips and Traps - The FED Eviction Process,Null,Null,23,99999,0,100000,100001,23,1,1499891179,1533925568,1,0,0,0,0
13338,16438,column,und,ADA Claims:  How to Avoid  Becoming a Target,Null,Null,23,99999,0,100000,100001,23,0,1499959093,1561871805,1,0,0,0,0
13351,16451,column,und,Phil Querin Q&A - Drones and Your Community,Null,Null,23,99999,0,100000,100001,23,1,1501017660,1512942461,1,0,0,0,0
13352,16452,column,und,Phil Querin Q&A - Drones and Your Community,Null,Null,23,99999,0,100000,100001,23,1,1501017661,1512942461,1,0,0,0,0
13353,16453,column,und,"Pets, Service and Comfort Animals--They're Different Under the Americans with Disability Act  and Fair Housing Amendment Act?  ",Null,Null,23,99999,0,100000,100001,23,1,1501611666,1561871727,1,0,0,0,0
13355,16455,column,und,Mark Busch RV Question and Answer: Do RV Parks Need to Provide Showers?,Null,Null,23,99999,0,100000,100001,23,1,1502115665,1562265641,1,0,0,0,0
13362,16462,column,und,Phil Querin Article - Elderly Residents Who Leave the Community,Null,Null,23,99999,0,100000,100001,23,1,1502294764,1531955699,1,0,0,0,0
13367,16467,column,und,Phil Querin Q&A - Death of Resident and an Uncooperative Estate,Null,Null,23,99999,0,100000,100001,23,1,1502898966,1531955699,1,0,0,0,0
13368,16468,column,und,Phil Querin Article and Analysis - New Laws on Disrepair & Deterioration - New MHCO Form 55,Null,Null,23,99999,0,100000,100001,23,1,1503342703,1512942461,1,0,0,0,0
13369,16469,column,und,MHCO Legislative Summary:  Payment to Residents When Parks Close; Notices Upon Transfer; and Manufactured Dwelling Cooperatives,Null,Null,23,99999,0,100000,100001,23,1,1504023373,1512942461,1,0,0,0,0
13370,16470,column,und,Phil Querin Q&A - Enforceability of Local Ordinances,Null,Null,23,99999,0,100000,100001,23,1,1504721205,1512942459,1,0,0,0,0
13372,16472,column,und,"Mark Busch RV Question and Answer: No Cause"" RV Eviction Notices""",Null,Null,23,99999,0,100000,100001,23,1,1505068591,1562265641,1,0,0,0,0
13374,16474,column,und,Phil Querin Q&A:  Accepting Rent From Non-Tenant Occupants,Null,Null,23,99999,0,100000,100001,23,1,1506340327,1512942459,1,0,0,0,0
13376,16476,column,und,Phil Querin Q&A:  Use of the MHCO Retail Installment Contract for the Sale of Pre-Owned Homes,Null,Null,23,99999,0,100000,100001,23,1,1507219186,1512942459,1,0,0,0,0
13377,16477,column,und,Phil Querin Q&A: Utility or Service Charge Payments,Null,Null,23,99999,0,100000,100001,23,1,1508163737,1512943725,1,0,0,0,0
13379,16479,column,und,Phil Querin Q&A:  Storage Agreement Dispute,Null,Null,23,99999,0,100000,100001,23,1,1509464492,1531955699,1,0,0,0,0
13380,16480,column,und,SEXUAL HARASSMENT CLAIMS IN THE WORKPLACE:  WHAT MHC OWNERS AND MANAGERS NEED TO KNOW,Null,Null,23,99999,0,100000,100001,23,1,1509639714,1561871765,1,0,0,0,0
13381,16481,column,und,Phil Querin Q&A: Conversion to Pass-Through Charges For Garbage Collection,Null,Null,23,99999,0,100000,100001,23,0,1510167984,1535518992,1,0,0,0,0
13386,16486,column,und,Phil Querin Q&A: Home Damaged During Storm,Null,Null,23,99999,0,100000,100001,23,1,1511198048,1512943725,1,0,0,0,0
13409,16509,column,und,Phil Querin Q&A: Failure To Put Agreement In Writing - Failure to Qualify Resident,Null,Null,23,99999,0,100000,100001,23,1,1513622879,1513622905,1,0,0,0,0
13410,16510,column,und,Phil Querin Q&A: Background Checks and the Fed's 7 Year Rule,Null,Null,23,99999,0,100000,100001,23,1,1514481459,1533922764,1,0,0,0,0
13411,16511,column,und,Housing as Compensation: Wage and Hour Rules and Risks,Null,Null,23,99999,0,100000,100001,23,1,1515095332,1515302115,1,0,0,0,0
13412,16512,column,und,Phil Querin Q&A:  Landlord Refuses to Accept New Applicants,Null,Null,23,99999,0,100000,100001,23,1,1515446726,1515467818,1,0,0,0,0
13413,16513,column,und,Phil Querin Q&A: Applicant's References Never Respond,Null,Null,23,99999,0,100000,100001,23,1,1516299925,1516300283,1,0,0,0,0
13414,16514,column,und,Phil Querin Q&A: Rent!  Everything You Thought You Knew,Null,Null,23,99999,0,100000,100001,23,1,1516730053,1516730053,1,0,0,0,0
13415,16515,column,und,Mark Busch Article:  Avoiding Tenant Disputes,Null,Null,23,99999,0,100000,100001,23,1,1516901122,1562265641,1,0,0,0,0
13417,16517,column,und,Phil Querin Q&A: When to use 'Writ of Execution',Null,Null,23,99999,0,100000,100001,23,1,1517415167,1517415201,1,0,0,0,0
13418,16518,column,und,Criminal Background Checks - HUD's Published Perspective,Null,Null,23,99999,0,100000,100001,23,1,1517506660,1517506699,1,0,0,0,0
13420,16520,column,und,Phil Querin Q&A - ADA and Reasonable Accommodation in a Manufactured Home Community,Null,Null,23,99999,0,100000,100001,23,1,1518022488,1531955510,1,0,0,0,0
13421,16521,column,und,Phil Querin Q&A: Violations Continue Under 30-Day Notice,Null,Null,23,99999,0,100000,100001,23,1,1518626241,1533922000,1,0,0,0,0
13423,16523,column,und,MHCO Article: Developing A Positive Relationship With Your Community Residents,Null,Null,23,99999,0,100000,100001,23,1,1519059860,1519062189,1,0,0,0,0
13425,16525,column,und,Phil Querin Q&A: Repairs Upon Resale ,Null,Null,23,99999,0,100000,100001,23,1,1519229631,1519232085,1,0,0,0,0
13427,16527,column,und,The Tenant Application and Screening Process,Null,Null,23,99999,0,100000,100001,23,1,1520186530,1533926026,1,0,0,0,0
13428,16528,column,und,Phil Querin Q&A:  Abandonment and Senior Tax Deferral,Null,Null,23,99999,0,100000,100001,23,0,1520553024,1520553024,1,0,0,0,0
13434,16534,column,und,Phil Querin Q&A: Three Strikes vs. Thirty Day Notices 3 Strikes,Null,Null,23,99999,0,100000,100001,23,1,1521654739,1531955219,1,0,0,0,0
13436,16536,column,und,MHCO Article:  Fair Housing Laws Apply When Selling or Renting!,Null,Null,23,99999,0,100000,100001,23,1,1522247893,1522247893,1,0,0,0,0
13437,16537,column,und,Phil Querin Q&A:  55 and Older Community - Applicant is 47,Null,Null,23,99999,0,100000,100001,23,1,1522770403,1522770471,1,0,0,0,0
13439,16539,column,und,Records Management  - Not Sexy But Essential,Null,Null,23,99999,0,100000,100001,23,1,1524075544,1524075572,1,0,0,0,0
13440,16540,column,und,Phil Querin Q&A:  72 Hour Notice and Partial Payment,Null,Null,23,99999,0,100000,100001,23,1,1524169330,1533925520,1,0,0,0,0
13441,16541,column,und,What We Do for You,Null,Null,23,99999,0,100000,100001,23,1,1525194796,1525194796,1,0,0,0,0
13443,16543,column,und,Recent Eugene Register-Guard Article - Reminder on How to Handle Selling  Resident's Home,Null,Null,23,99999,0,100000,100001,23,0,1525710282,1525720822,1,0,0,0,0
13446,16546,column,und,Ten Things Every Landlord Should Know About Fair Housing,Null,Null,23,99999,0,100000,100001,23,1,1526060379,1526060898,1,0,0,0,0
13447,16547,column,und,Phil Querin Q&A: Drones in the Community,Null,Null,23,99999,0,100000,100001,23,1,1526502398,1533922000,1,0,0,0,0
13448,16548,column,und,Phil Querin Q&A: Is Domestic Violence a Defense to Non-Payment of Rent?,Null,Null,23,99999,0,100000,100001,23,0,1526590553,1526590553,1,0,0,0,0
13454,16554,column,und,Querin Q&A:  Is Domestic Violence a Defense to Non-Payment of Rent?,Null,Null,23,99999,0,100000,100001,23,1,1527691493,1527691710,1,0,0,0,0
13457,16557,column,und,Phil Querin Q&A: Towing Vehicles in the Community,Null,Null,23,99999,0,100000,100001,23,1,1528211160,1528211180,1,0,0,0,0
13458,16558,column,und,Phil Querin Q&A:  Temporary Occupant and Fair Housing Accommodation,Null,Null,23,99999,0,100000,100001,23,1,1529508584,1533941459,1,0,0,0,0
13459,16559,column,und,Clackamas County Trial Judge's Ruling Limits Overnight Guests ,Null,Null,23,99999,0,100000,100001,23,1,1529962681,1562265641,1,0,0,0,0
13461,16561,column,und,Phil Querin Q&A: Medical Marijuana And Reasonable Accommodations Laws In Oregon,Null,Null,23,99999,0,100000,100001,23,1,1530466455,1533941459,1,0,0,0,0
13464,16564,column,und,Phil Querin Q&A: Two Questions on Children in Parks,Null,Null,23,99999,0,100000,100001,23,1,1532618853,1533941459,1,0,0,0,0
13466,16566,column,und,Phil Querin Q&A: Death of Tenant in Community Owned Home Disposal of Personal Property,Null,Null,23,99999,0,100000,100001,23,1,1533568888,1533941459,1,0,0,0,0
13473,16573,column,und,"Phil Querin Q&A: Assistance"" Animals - When Do They Become A Ruse?""",Null,Null,23,99999,0,100000,100001,23,1,1534199093,1534199123,1,0,0,0,0
13487,16587,column,und,To Train or Not to Train?  This shouldn't even be a question.,Null,Null,23,99999,0,100000,100001,23,1,1534777075,1534874956,1,0,0,0,0
13496,16596,column,und,Phil Querin Q&A: Issuing Trespass Notices To Community Visitors,Null,Null,23,99999,0,100000,100001,23,1,1535397700,1535397700,1,0,0,0,0
13497,16597,column,und,Phil Querin Q&A: Good Resident - Bad Family,Null,Null,23,99999,0,100000,100001,23,1,1536230100,1536230130,1,0,0,0,0
13498,16598,column,und,Phil Querin Q&A: Issuance of Form 55 to Repaint Home,Null,Null,23,99999,0,100000,100001,23,1,1536693746,1536693746,1,0,0,0,0
13499,16599,column,und,Park Improvement Tips,Null,Null,23,99999,0,100000,100001,23,1,1536768434,1538754298,1,0,0,0,0
13502,16602,column,und,Phil Querin Q&A: Water Leaks from Manufactured Home,Null,Null,23,99999,0,100000,100001,23,1,1537804240,1537804364,1,0,0,0,0
13503,16603,column,und,Mobile Homes and Recreational Vehicles: Title Issues,Null,Null,23,99999,0,100000,100001,23,1,1538414405,1538414405,1,0,0,0,0
13505,16605,column,und,Phil Querin Q&A:  Late Rent Payment Agreements and Bounced Checks,Null,Null,23,99999,0,100000,100001,23,1,1538599193,1539013245,1,0,0,0,0
13508,16608,column,und,Angel Rogers: Are you ready for the New Reality of Senior Housing?,Null,Null,23,99999,0,100000,100001,23,1,1539270647,1539270647,1,0,0,0,0
13509,16609,column,und,Phil Querin Q&A:  Family Feud After Resident Dies ,Null,Null,23,99999,0,100000,100001,23,1,1539833374,1539833374,1,0,0,0,0
13511,16611,column,und,Unilateral Amendments to  Community Rental and Lease Agreements  Recent Oregon Court of Appeals Case,Null,Null,23,99999,0,100000,100001,23,1,1541387815,1541388795,1,0,0,0,0
13515,16615,column,und,Phil Querin Q&A: Common Area Pass-Throughs,Null,Null,23,99999,0,100000,100001,23,1,1542297822,1542297822,1,0,0,0,0
13523,16623,column,und,Phil Querin Q&A: Pictures of Prospective Tenants,Null,Null,23,99999,0,100000,100001,23,1,1544545692,1544545692,1,0,0,0,0
13535,16635,column,und,Phil Querin Q&A:  Section 8 Resident Non Payment of Rent,Null,Null,23,99999,0,100000,100001,23,1,1545231554,1545232560,1,0,0,0,0
13537,16637,column,und,Phil Querin Q&A: Rules Changes in Manufactured Housing Communities,Null,Null,23,99999,0,100000,100001,23,1,1546995694,1546996784,1,0,0,0,0
13540,16640,column,und,Texas Community Accused of Discriminating Against Families with Children,Null,Null,23,99999,0,100000,100001,23,1,1547480696,1547554832,1,0,0,0,0
13541,16641,column,und,Resident Application and Screening Process,Null,Null,23,99999,0,100000,100001,23,1,1547482223,1547554800,1,0,0,0,0
13548,16648,column,und,Phil Querin Q&A: Air Conditioners,Null,Null,23,99999,0,100000,100001,23,1,1548181172,1548181172,1,0,0,0,0
13554,16654,column,und,MHCO Article:  Taking Conflict to Cooperation,Null,Null,23,99999,0,100000,100001,23,1,1551890541,1551890541,1,0,0,0,0
13555,16655,column,und,Phil Querin Q&A - Home Sells During Abandonment ,Null,Null,23,99999,0,100000,100001,23,1,1553102160,1553102217,1,0,0,0,0
13556,16656,column,und,Phil Querin Q&A;  Adding Resident to Existing Rental Agreement Under New Rent Control Laws,Null,Null,23,99999,0,100000,100001,23,1,1553614570,1553639096,1,0,0,0,0
13557,16657,column,und,"If Mobile Home Parks Could Talk: How to recognize, and manage, the stories and stress of residents on the managers",Null,Null,23,99999,0,100000,100001,23,1,1553790608,1553791075,1,0,0,0,0
13558,16658,column,und,Phil Querin Q&A:  RVs in RV Park Under the New Rent Control Law,Null,Null,23,99999,0,100000,100001,23,1,1554319394,1554319501,1,0,0,0,0
13559,16659,column,und,Mark Busch Q&A:  RV No-Cause Evictions  Under New Rent Control Laws,Null,Null,23,99999,0,100000,100001,23,1,1554737007,1562265641,1,0,0,0,0
13562,16662,column,und,Phil Querin Q&A:  Do Parks Have To Provide Phone Service To Spaces? (Essential Services),Null,Null,23,99999,0,100000,100001,23,1,1555546438,1555546438,1,0,0,0,0
13563,16663,column,und,Phil Querin Q&A:  Requiring Liability Insurance For Tenant Pets in Manufactured Housing Communities,Null,Null,23,99999,0,100000,100001,23,1,1556141350,1556141350,1,0,0,0,0
13564,16664,column,und,Mark Busch RV Question and Anwer:  RV Tenants and Rent Nonpayment,Null,Null,23,99999,0,100000,100001,23,1,1556497170,1562265641,1,0,0,0,0
13566,16666,column,und,Short Overview:  Caregivers and Temporary Occupancy Agreements,Null,Null,23,99999,0,100000,100001,23,1,1556727909,1556727909,1,0,0,0,0
13567,16667,column,und,Phil Querin Q&A: Installing Security Cameras In Communities,Null,Null,23,99999,0,100000,100001,23,1,1556804929,1556804929,1,0,0,0,0
13570,16670,column,und,"Fair Housing, Caregivers and 55 & Older Status",Null,Null,23,99999,0,100000,100001,23,1,1557155276,1557157562,1,0,0,0,0
13574,16674,column,und,San Diego Community to Pay $17K to Resolve Parking Dispute,Null,Null,23,99999,0,100000,100001,23,1,1557334567,1557757792,1,0,0,0,0
13576,16676,column,und,Phil Querin Q&A: Leaky Water Pipes and Clogged Sewer Lines,Null,Null,23,99999,0,100000,100001,23,1,1557928278,1557928278,1,0,0,0,0
13577,16677,column,und,The Fair Housing Coach:  Hot Topics In Fair Housing Law,Null,Null,23,99999,0,100000,100001,23,1,1558370845,1558373145,1,0,0,0,0
13579,16679,column,und,A Disability-Related Companion Dog? ,Null,Null,23,99999,0,100000,100001,23,1,1559142916,1559144741,1,0,0,0,0
13581,16681,column,und,Conducting Criminal Background Checks:  Further FAQs & Follow-up,Null,Null,23,99999,0,100000,100001,23,1,1559603126,1559603126,1,0,0,0,0
13583,16683,column,und,Conducting Background Checks - Criminal History Selection Criteria Best Practices (Part 2 of 4),Null,Null,23,99999,0,100000,100001,23,1,1560264731,1560264731,1,0,0,0,0
13584,16684,column,und,Phil Querin Q&A:  Applicant Has Criminal Background Concerned About Accepting as Temporary Occupant,Null,Null,23,99999,0,100000,100001,23,1,1560353893,1561563631,1,0,0,0,0
13585,16685,column,und,Review Your Criminal Screening Criteria,Null,Null,23,99999,0,100000,100001,23,1,1560781451,1560781451,1,0,0,0,0
13588,16688,column,und,9 Q&As ON CRIMINAL SCREENING POLICIES - (Part 4 of 4),Null,Null,23,99999,0,100000,100001,23,1,1561386146,1561433823,1,0,0,0,0
13590,16690,column,und,2019 Oregon Legislative Final Update - 4 Bills Pass Over the Weekend - Legislature Adjourns,Null,Null,23,99999,0,100000,100001,23,1,1562000430,1562000740,1,0,0,0,0
