authname,fnid,vid,type,language,titties,body,teaser,uid,by,columnimage,featureme,columntype,authoorg,authuid,mereal,pub,revtime,comment,promote,sticky,tnid,translate
chuck carpenter,12918,16018,column,und,Beyond The SAFE ACT with Blackhawk Capital Group,"<p>But first let's step back in time to set the stage for where we are today.</p><ul>	<li>Mountainside Financial (MSF) was established in 2000 as national manufactured home loan brokerage</li>	<li>Due to the advent of the increased &nbsp;regulatory burden brought &nbsp;about with the passage of S.A.F.E. Act., our team was ahead of the industry when our leadership foresaw the impact that the legislation was going to have on &nbsp;business owners throughout the industry.&nbsp;</li>	<li>MSF was purchased by San Antonio Credit Union (SACU) in 2010 to serve as the direct to consumer division for SACU's&nbsp; CU Factory Built Lending.</li></ul><p>As part of a successful, multi-billion dollar&nbsp;credit union, MSF - the Direct Team"" was well positioned to serve clients in 40 states.&nbsp; With that backdrop",Null,839,23,99999,0,100000,100001,839,1,1415053605,1512942459,1,0,0,0,0
chuck carpenter,12919,16019,column,und,Revisiting Rules and Regulations in All-Age Communities: Unenforceable Rules Trumped by Familial Status Rights,"<p>If you missed any of the eight potential pitfalls, you're exposing yourself and your office to some costly penalties - or at least to some legal hassles that can easily be avoided.</p><p><strong>Why take the risk?</strong><br /><br />The National Association of Realtors¨ and groups such as the Oregon Newspaper Publishers Association have created comprehensive publications that guide real estate agents and brokerages through the requirements of the Federal Fair Housing Act in general - and its advertising impacts in particular.</p><p>The Act prohibits housing discrimination based on race, color, sex, handicap, familial status and national origin. Some state and local provisions cover marital status and other classifications as well.</p><p>The manual produced by the Oregon Newspapers group states, ""Charges of discrimination are more likely now, whether or not they will be proven ultimately before a judge. ...There are `fair housing councils' active in many localities that are pursuing creators and publishers of alleged illegal advertising. It is to everyone's benefit, especially to the benefit of the advertisers and readers of newspapers and the consumers of residential housing, if we are scrupulous about learning the provisions of the law.""</p><p>The Oregon newspapers group created the manual in response to a battery of fair housing violation charges levied against 13 Oregon newspapers in late 1991 by the Fair Housing Council of Oregon.</p><p>The fact that newspapers are included in the liability loop doesn't mean real estate agents and brokerages placing advertisements are excluded. Indeed, real estate agents are under even closer scrutiny. Additionally, as the Oregon manual notes, the discrimination doesn't have to be intentional. Ignorance of the law's particulars is no excuse.</p><p>And while fairness and common sense go far in assuring compliance with the Act, it takes closer study to truly understand the laws' scope and consequences as the example ad at the opening of this article demonstrates.</p><p>The most effective general guideline emphasized by both NAR and the Oregon Newspapers group is succinctly stated in the Oregon manual: ""The English language is rich and so are writers' imaginations. We can write enticingly and persuasively about the property. Just avoid referring to the kinds of people who might live in a particular dwelling, because that is where discrimination sneaks in.""</p><p>In other words, mention number of bedrooms not number of people; in a rental ad specify ""no drinking"" and ""no smoking,"" not non-drinkers and non-smokers. Even a phrase as seemingly innocuous as ""handyman's dream"" should raise a caution flag. In the wrong context it could be construed as indicating preference for a single male. The solution? Stick to ""fixer-upper.""</p><p>Emphasize amenities, not potential participants: tennis courts, not tennis players; paths, not bicyclists.</p><p>Emphasizing a property's proximity to certain landmarks also creates some potential problems. A home billed as near a ""church,"" or ""synagogue,"" or ""temple,"" could be interpreted as an attempt to steer a certain religious group to or away from the area. Even some neighborhood names in certain cities have taken on a type of code status that suggests poverty, affluence, ethnic background or national origin.</p><p>The Oregon manual suggests sticking with geographical-type locations such as northwest, southeast, or street names.</p><p>While the tone of this article is, perhaps, a tad bitter, I have to agree with much of what it has to say. The FHCO and other fair housing organizations across the country have, in fact, as part of our missions helped enforce fair housing laws including the Federal Fair Housing Act's (FHA) provision that it is illegal to publish, or cause to be published, any illegally discriminatory statement. It is true, as well, that intent is not the barometer used to determine if any portion of the FHA has been violated. In fact, HUD has very recently provided clarity on the matter, codifying a long-used legal precedent that FHA prohibits practices that result in illegal discrimination regardless of whether there was intent to discriminate.""""</p>""",Null,839,23,99999,0,100000,100001,839,1,1415053775,1512941679,1,0,0,0,0
chuck carpenter,12920,16020,column,und,Helpful Tips for 55 & Older Community Owners,"<p>The following are just some of the factors:</p><p>- Type of Park:<br />Are you family friendly, 55 &amp; older, Seasonal, or possibly a combination?</p><p>- Management:<br />Is your park managed by a management company? Do you have an onsite manager? Does the owner visit the park often?</p><p>- Rental Units:<br />Does your park have rental units? Do you require renters to carry renters insurance? Are the rental units inspected inside and out at least annually?</p><p>- Utilities:<br />Is your park on city sewer and water? If on a well, how often is the water tested? Is it tested by an outside independent company? How often is trash disposed of?</p><p>- Recreational Facilities:<br />Playground? Horseshoe pits? Tennis courts? Basketball courts? Weight room or exercise equipment?</p><p>- Exposure to water:<br />Do you have a pool? Does it have a slide or diving board? Is the pool area completely fenced? Are the rules and regulations clearly posted? Are depths marked? Is there safety equipment available? Is there a Jacuzzi or hot tub?</p><p>Is there any other exposure to water? (lake, pond, river, etc.)</p><p>- Security<br />Is there a gate at the entrance to your park? Are there security patrols from an outside agency? Are any park activities open to the public?</p><p>- Streets:<br />Are the streets paved? Are there any pot holes, depressions, or major cracks? Do you have speed humps? Are they painted? Is a speed limit posted? Do you have street lights?</p><p>- Tree exposure:<br />Does your park have an exposure to large trees? Are they pruned regularly?</p><p>Finally, the two most important factors Insurance companies consider when insuring a Mobile Home Park...</p><p>How many spaces?<br />Gross annual revenue?</p><p>Feel free to contact me if anything you have read in this article creates a question for you.</p><p>Todd Montgomery<br />511 Center Street<br />Oregon City, OR 97045<br />(503) 768 - 9706<br /><a href=""mailto:todd@simmons-ins.com"">todd@simmons-ins.com</a><br /><a href=""http://www.simmons-ins.com"" title=""www.simmons-ins.com"">www.simmons-ins.com</a></p><p>(Editors Note: MHCO is fortunate to have over 25 association members who provide a variety of services to manufactured home communities. MHCO strives to maximize associate member's exposure to the broader community membership. All MHCO associate members are invited to provide articles for the MHCO web site. We welcome your involvement - just contact the MHCO office.)</p>",Null,839,23,99999,0,100000,100001,839,1,1415054001,1415054001,1,0,0,0,0
chuck carpenter,12921,16021,column,und,Submeter Your Community at Zero Out of Pocket Landlord Expense,"<p>The decision awarded the following damages:<br />o $31,750 to Mr. And Mrs. Bilbo because their landlord made discriminatory statements to them about being a mixed-race couple, and about the race of their prospective subtenant refusing to allow them to sublet the home to an African American woman and her children because of race.<br />o $10K of this sum was awarded for emotional distress.<br />o Because Ms. Wilson, the prospective subtenant, was denied the home she sought and was qualified for, she continued to live in a racially concentrated area of poverty. Her damages were awarded at $44,431.05<br />o As part her damages, the court awarded Ms. Wilson $20K for compensation for the lost opportunity to live in a neighborhood of lower crime, higher educational opportunities, and greater upward mobility.<br />o Nearly half of the judgment, before attorneys' fees, was for punitive damages.<br />o An additional $37,422 in attorneys' fees brings the total judgment against the defendants to over $113K.<br />Details of the case can be found online.<br />o A summary of the case is available on the HUD site: <a href=""http://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advisories/2011/HUDNo.11-198"">http://portal.hud.gov/hudportal/HUD?src=/press/press_releases_media_advi...</a>.<br />o A summary of the ruling is posted on the DOJ's site: <a href=""http://www.justice.gov/usao/ct/Press2013/20130812.html"">http://www.justice.gov/usao/ct/Press2013/20130812.html</a> (DOJ).<br />o The court's decision can be read at <a href=""http://law.justia.com/cases/federal/district-courts/connecticut/ctdce/3:2011cv01543/94677/23"">http://law.justia.com/cases/federal/district-courts/connecticut/ctdce/3:...</a></p><p>The Hyltons were independent rental owners managing their own property. They initially rented to the Bilbos; however, the Bilbos found that their personal circumstances required them to move and to break the lease agreement. The Bilbos agreed to find a suitable renter to sublease to. When they did the defendant asked if the person is white. When told she was Black, Hylton stated that he did not want too many Blacks at the property"" and that ""the neighbors would not want to see too many Blacks there."" The defendant also told the Bilbos the only reason they were rented the house was because his wife is white and it was ""a good mix.""</p><p>There are several salient points in this case",Null,839,23,99999,0,100000,100001,839,1,1415054164,1415054164,1,0,0,0,0
chuck carpenter,12922,16022,column,und,Can You Afford to Keep Utilities Included in Your Rent?,"<p>There is a growing body of case law across the country in which housing providers - both landlords and condo / homeowners' associations - have lost cases in which they've had two-people-per-bedroom policies. At this point, we have not seen a housing provider loose a case with a two-plus-one policy1, so long as it takes into account other factors such as the overall size of the unit. The recommendation we're seeing come out of these cases is that housing providers ought to thoughtfully consider a separate occupancy standard for each, individual floor plan, based on several factors.</p><p>The Fair Housing Council has put out more than one article on occupancy standards and related fair housing implications (available at <a href=""http://www.FHCO.org/occupancy.htm"">www.FHCO.org/occupancy.htm</a>) but this is a topic that continues to come up in classroom sessions and Hotline questions. Having also just read a couple stunning reports detailing the legal and historical context for occupancy standards, I thought I'd dive back into the subject anew to reiterate fair housing cautions and share some very illuminating information.</p><p>What follows is the first in a two-part series detailing research and commentary by two occupancy policy experts and fair housing advocates. In this article, we'll look at the work of Tim Iglesias of the University of San Francisco School of Law as he explores the legal implications and disparate impact of overly restrictive occupancy policies, including two people per bedroom. In the next article, the work of Ellen Pader, an anthropologist and Associate Director of the Housing Research Center at the University of Massachusetts Amherst provides revealing historical and cultural perspectives behind our country's occupancy policies.</p><p>THE PROBLEM<br />Tim Iglesias states clearly that overly restrictive private ROS [residential occupancy standards]... substantially reduce the housing choices... Demographic trends and the prolonged economic recovery which prompts more doubling-up promise this issue will only grow in importance."" What's more",Null,839,23,99999,0,100000,100001,839,1,1415054599,1512942461,1,0,0,0,0
chuck carpenter,12923,16023,column,und,Americans With Disabilities Claims (ADA) - Is There a Target on Your Back?,"<p>I recently read Ms. Pader's Housing Occupancy Standards: Inscribing Ethnicity and Family Relations on the Land, published in the Journal of Architectural and Planning Research in the winter of 2002. Despite being more than a few years old, it is packed with - what for me - was stunning revelations about the deep and particularly contrived history of occupancy standards in the US. As you read along with me, I ask that you do so with an open mind. Step outside the lens of your role as a housing provider to gain greater perspective. Warning: Ms. Pader's vocabulary is rich but dense; I hope the excerpts I have selected here are not too arduous. That said, I strongly suggest you download the entire document (available at <a href=""http://www.FHCO.org/occupancy.htm"">www.FHCO.org/occupancy.htm</a>) and read it over a cup of something yummy some long, rainy evening. I'll start you off with the verbose preface to Pader's paper:</p><p>THE PREMISE</p><p>Attempts to define family and the appropriate sociospatial arrangements for an idealized ""normal"" U.S. household formation have had profound influences on the design and size of houses",Null,839,23,99999,0,100000,100001,839,1,1415054761,1561871805,1,0,0,0,0
chuck carpenter,12924,16024,column,und,Current Lending Climate for Manufactured Home Communities,"<p>Answer: Oregon landlord tenant law allows service of notices three ways: first class mail, personal delivery and nail and mail."" ORS 90.155.</p><p>We always advise our clients to deliver notices by first class mail. Not certified",Null,839,23,99999,0,100000,100001,839,1,1415054910,1415054910,1,0,0,0,0
chuck carpenter,12925,16025,column,und,Form 1099 and Protecting Your Investment,"<p>History</p><p>The Civil Rights Act of 1968 enacted The Fair Housing Act (FHA"") to prohibit housing discrimination based on race",Null,839,23,99999,0,100000,100001,839,1,1415055197,1415055197,1,0,0,0,0
chuck carpenter,12886,15986,column,und,Mark Busch RV Q&A: Do I Need a Security Guard?,"<p>Answer: No, the park should definitely not use a regular manufactured home rental agreement for RVs. By doing so, the park might inadvertently give the RV tenants more rights than they are otherwise entitled to under Oregon's Landlord-Tenant Laws.</p><p>Specifically, the MHCO manufactured home rental agreement (and most other, similar manufactured home rental agreements) typically define the rented space as being used for a manufactured home."" This could used against the park in an eviction action. The RV tenant's attorney could very well argue that the RV is a ""manufactured home",Null,839,23,99999,0,100000,100001,23,1,1408647874,1409775016,1,0,0,0,0
chuck carpenter,12887,15987,column,und,Phil Querin Q&A: Recovery of Capital Costs for Installation of Sub-Metering System,"<p>Disability is a protected class under the federal Fair Housing Act1, and includes both physical and mental disabilities.</p><p>Can you handle your own finances?"" ""How do you get in and out of the shower?"" ""Don't you need someone to take care of you?""</p><p>These are questions the average prospective tenant does not expect to hear when seeking an apartment. However",Null,839,23,99999,0,100000,100001,23,1,1408978286,1410213762,1,0,0,0,0
chuck carpenter,12889,15989,column,und,Phil Querin Q&A: Late Fees: A Primer,"<p>When they left their children's play furniture and other items out on the patio, the apartment manager issued a few warnings and then another $20 fine.</p><p>The family's actions violated apartment policies, according to a complaint filed last September in Multnomah County Circuit Court. But under an agreement with the state announced Friday, the apartment complex and its property management firm will pay nearly $65,000 to tenants, the state and a legal aid organization. They will have to ditch policies that tenants criticized as discriminating against families.</p><p>And they will have to install a playground structure.</p><p>""It's a really good (result) for families in Oregon,"" said Christina Dirks, who represented the Sazykins, one of several families who made claims against the apartment complex and property management firm Norris &amp; Stevens. ""It's helping to assure that families in our community have equal access to enjoy their rental housing.""</p><p>Under the agreement, Wah Mai Terrace and Norris &amp; Stevens, do not admit any wrongdoing.</p><p>Norris &amp; Stevens representatives did not return a call for comment.</p><p>Jonathan Radmacher, an attorney for the Wah Mai Terrace owners, said the policies were never meant to be anti-children.</p><p>He noted that the apartment complex owners and property managers were quick to address the problems as soon as they were brought up.</p><p>The policy that barred tenants from storing items other than bikes and barbecue grills on their patios was to keep the look of the complex presentable and clean, Radmacher said. The policy that prohibited children from riding bikes, tricycles, Big Wheel-type toys, skateboards and rollerskates on the property was out of concern for older residents, he said.</p><p>""There are lots of places to play in the neighborhood,"" he said, noting Ventura Park and Floyd Light Middle School, both about a block or two away from the complex at SE 111th and SE Stark.</p><p>He criticized the state, saying that the apartment complex and property managers were not aware of the discrimination concerns until the state intervened and threatened them with tens of thousands of dollars in state legal fees. ""I know my client would never want to have any policy that's discriminatory... They would always want that brought to their attention, and they would fix it,"" he said. About $35,000 of the settlement will go to six current and former tenants. Norris &amp; Stevens and Wah Mai Terrace also must pay attorney fees and costs of $20,000 to the Oregon Department of Justice and $9,816.36 to Legal Aid Services of Oregon.</p><p>Representatives for the two entities must participate in training on fair housing practices.</p><p>They also cannot try to collect fines and other debts that were levied against tenants under the potentially unlawful"" policies.</p><p>Norris &amp; Stevens",Null,839,23,99999,0,100000,100001,23,1,1409238933,1512942462,1,0,0,0,0
chuck carpenter,12890,15990,column,und,Phil Querin Q&A: Changing Screening Criteria,"<p>Why Submeter?</p><p>One of the largest expenses for a mobile home park is utilities. It is also an expense item that continues to increase over time. There are three major reasons for this:</p><p>o Rate Increases - The cost of energy (gas and electric) production and acquiring clean water has outpaced inflation for the past decade.</p><p>o Increases in Occupancy - Due to the economic environment more people are living with extended families. Higher occupancy leads to higher utility usage.</p><p>o Wasteful Usage - Residents are often less conservative with their utility usage when they are not aware of their individual consumption or do not have an incentive to save.</p><p>Studies have shown that once residents become aware of their utility usage, the total consumption will go down, on average around 22%. According to a 2007 Santa Clara Water District study, Water Submetering in Mobile Home Parks, Tenants who are individually metered can benefit by being able to monitor and control their water use - with submetering",Null,839,23,99999,0,100000,100001,23,1,1410797365,1512942462,1,0,0,0,0
chuck carpenter,12891,15991,column,und,Mark Busch Q&A: RVs: Can I Rent to RVers,"<p>The SAFE Act has received a lot of attention lately by park owners, but did you know that it's really only one law of many state and federal lending regulations you are required to comply with when selling homes on contract?</p><p>The SAFE Act requires you, the park owner, to either use a licensed Mortgage Loan Originator such as Blackhawk Capital Group or obtain your own origination licensing in order to sell your park homes on installment contracts. However, the greater issue is that obtaining those licenses for most companies is really a small step towards being fully compliant when acting as a creditor. Below are just a few of the other regulations that you need to follow as a creditor.</p><p><strong>1) The Dodd-Frank Wall Street Reform and Consumer Protection Act (DFA)</strong> established the Consumer Financial Protection Bureau (CFPB) as an independent entity housed within the Federal Reserve Board (FRB). The newly created CFPB is the primary regulator for non-depository lenders with the broad authority to write rules to protect consumers, a.k.a. borrowers""",Null,839,23,99999,0,100000,100001,23,1,1410877935,1512942462,1,0,0,0,0
